age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,student_id,lucky_number,hobby_code
25,,108542,,,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K,23129,319,A
56,Private,179781,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,23130,137,B
25,Private,126974,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,23131,753,D
23,Private,180060,,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,0,23132,,A
35,Local-gov,38948,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0,23133,846,
,Private,271572,9th,5,Never-married,Other-service,Other-relative,White,Male,0,0,52,United-States,0,23134,302,A
41,Private,177305,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,23135,940,A
26,Private,238367,HS-grad,9,,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,23136,905,B
37,Private,,,9,Divorced,Other-service,Not-in-family,Black,,0,0,30,,0,23137,547,A
22,Private,153805,HS-grad,9,Never-married,Other-service,Unmarried,Other,Male,0,0,20,Puerto-Rico,<=50K,23138,,A
30,Private,26543,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,23139,783,B
42,Private,109067,Bachelors,,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,23140,224,C
38,Private,213716,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,0,23141,937,B
49,Private,149809,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K,23142,,A
27,Private,185670,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,23143,892,D
43,Federal-gov,233851,HS-grad,,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,23144,883,B
,,213385,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,23145,343,B
23,Private,38238,Bachelors,13,Never-married,Other-service,Own-child,White,,0,0,40,United-States,<=50K,23146,626,A
68,Private,104438,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Ireland,1,23147,325,D
17,,202344,10th,6,,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,23148,564,C
45,Self-emp-not-inc,43434,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,23149,742,D
45,,102147,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,23150,806,B
30,Private,231826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,23151,392,D
49,State-gov,247378,Some-college,10,Divorced,Prof-specialty,Not-in-family,,Female,0,0,20,United-States,<=50K,23152,820,C
29,Private,184078,HS-grad,9,,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,23153,480,D
20,Private,258430,,10,,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K,23154,724,D
59,Private,244554,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,23155,855,D
26,,252565,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,23156,265,B
25,Private,262778,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K,23157,802,A
33,Private,162572,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,0,0,55,United-States,>50K,23158,868,A
35,Private,65706,HS-grad,9,,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,23159,938,D
45,Federal-gov,102569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,,0,40,,1,23160,317,B
66,Private,350498,,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,28,United-States,<=50K,23161,970,B
67,?,159542,5th-6th,3,Widowed,?,Unmarried,,Female,0,0,40,United-States,<=50K,23162,374,B
33,Private,142383,Assoc-acdm,12,Never-married,Sales,Not-in-family,Other,Male,0,0,36,United-States,<=50K,23163,151,A
38,Private,229236,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K,23164,473,B
72,Private,56559,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,,United-States,<=50K,23165,769,D
21,Private,27049,,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K,23166,,A
39,Private,36376,Some-college,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,23167,666,B
22,,246965,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States,<=50K,23168,113,D
,Private,268525,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,0,23169,880,A
25,Private,456604,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,23170,439,B
26,Private,223464,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0,40,United-States,<=50K,23171,701,C
50,Private,341797,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,,0,0,40,United-States,0,23172,638,D
23,Private,174461,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,<=50K,23173,188,C
41,Private,392167,10th,6,,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K,23174,140,A
60,Private,210064,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,23175,403,B
67,?,233182,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,,United-States,<=50K,23176,367,D
62,Private,143312,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K,23177,237,D
22,Private,326334,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,,United-States,<=50K,23178,105,D
37,Private,179088,Some-college,10,,,Not-in-family,White,Female,0,0,40,United-States,<=50K,23179,341,C
17,Private,207637,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,,10,,<=50K,23180,261,B
,Federal-gov,37289,Masters,,Never-married,Adm-clerical,,,Female,0,0,40,United-States,>50K,23181,791,B
31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,,United-States,<=50K,23182,908,B
23,Federal-gov,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,23183,617,
27,Self-emp-inc,399904,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,Mexico,0,23184,,A
38,Self-emp-inc,199346,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,0,23185,882,C
23,Private,343019,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,23186,500,
22,State-gov,232742,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,23187,,C
61,Self-emp-not-inc,390472,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,23188,255,B
55,Private,290124,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,,40,Mexico,0,23189,184,B
39,Private,70240,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,23190,811,B
25,Private,153841,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,23191,109,C
25,Private,137367,Bachelors,13,,Sales,,Asian-Pac-Islander,Male,0,0,44,Philippines,0,23192,237,D
66,Private,313255,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0,23193,853,C
30,Private,100734,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,23194,812,A
32,Private,248584,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,23195,255,C
43,Private,60001,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,23196,507,A
18,,,7th-8th,4,Never-married,Sales,Own-child,White,Male,0,0,30,Mexico,<=50K,23197,886,C
20,Private,219262,11th,7,,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,23198,324,D
20,Private,186830,HS-grad,9,Never-married,Transport-moving,,Black,Male,0,0,45,United-States,<=50K,23199,679,D
34,Private,226385,Masters,14,,,Unmarried,Black,Female,,0,40,United-States,0,23200,283,B
33,Private,609789,Assoc-acdm,12,Married-spouse-absent,,,White,Male,0,0,40,United-States,<=50K,23201,294,
40,Private,307767,HS-grad,9,Married-civ-spouse,Sales,,White,Male,0,0,60,United-States,<=50K,23202,653,C
33,Private,217460,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,23203,495,D
41,Local-gov,160893,Preschool,1,Never-married,Handlers-cleaners,Own-child,White,Female,0,,30,United-States,0,23204,762,B
20,Private,68358,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,,12,United-States,<=50K,23205,695,C
40,Self-emp-not-inc,243636,Bachelors,13,Married-civ-spouse,Sales,Husband,White,,0,0,50,United-States,>50K,23206,233,A
44,Self-emp-not-inc,71269,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,23207,408,C
50,Private,71898,5th-6th,,Married-civ-spouse,Machine-op-inspct,Wife,,Female,,,35,Philippines,<=50K,23208,965,B
38,?,212048,Prof-school,15,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,<=50K,23209,909,D
30,Local-gov,115040,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K,23210,641,D
25,Private,210794,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,40,United-States,0,23211,108,C
22,?,88126,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0,23212,269,A
25,Private,570821,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,23213,389,A
63,?,146196,Bachelors,13,,?,Husband,White,Male,0,0,40,United-States,<=50K,23214,267,
55,State-gov,169482,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,23215,443,A
26,Private,63577,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,23216,596,C
22,Private,208946,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,23217,244,D
41,Self-emp-not-inc,26598,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,23218,512,A
21,Private,189203,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,23219,839,C
39,Private,183892,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,23220,917,C
82,?,194590,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,<=50K,23221,687,C
18,Private,188616,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K,23222,834,A
60,Private,116707,11th,7,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,23223,788,A
22,Private,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0,23224,556,C
39,Local-gov,183620,Some-college,10,Never-married,Protective-serv,,Black,Female,0,0,40,United-States,1,23225,800,C
34,Private,110476,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,23226,401,C
53,Private,150726,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,,,40,United-States,<=50K,23227,,D
27,Private,214695,HS-grad,9,,Sales,Own-child,Black,Male,0,0,60,United-States,0,23228,993,D
37,Private,172694,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,0,0,50,United-States,0,23229,116,B
25,Private,344804,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,50,Mexico,0,23230,677,B
33,Private,319422,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Peru,<=50K,23231,459,A
34,State-gov,327902,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,,55,United-States,0,23232,360,D
35,Private,438176,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,,65,United-States,<=50K,23233,222,B
51,Private,197656,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,0,0,45,,>50K,23234,330,C
33,Private,219838,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,,<=50K,23235,736,C
57,Self-emp-not-inc,35561,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,,>50K,23236,211,A
25,?,156848,,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,23237,883,A
56,,190257,7th-8th,4,Married-civ-spouse,Handlers-cleaners,,White,Male,0,0,40,United-States,<=50K,23238,,
34,Private,156464,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,85,England,>50K,23239,345,C
36,,65624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,23240,,A
46,Private,201699,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,23241,490,A
,Private,349910,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K,23242,491,D
,Self-emp-not-inc,187097,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,,40,United-States,<=50K,23243,427,B
60,Self-emp-not-inc,264314,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,Columbia,<=50K,23244,314,A
40,Self-emp-not-inc,282678,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K,23245,963,B
21,Private,188923,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,<=50K,23246,846,
46,Private,114797,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,Black,Female,0,0,36,United-States,0,23247,466,
56,,245215,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,23248,181,A
36,Self-emp-not-inc,36270,HS-grad,9,Divorced,Transport-moving,,White,Male,0,0,60,United-States,<=50K,23249,905,
67,Self-emp-not-inc,107138,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,23250,921,B
35,Private,77820,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,,,60,United-States,<=50K,23251,175,B
20,Private,39477,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,,40,,0,23252,626,C
23,Private,359759,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,23253,831,D
19,?,249147,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K,23254,602,B
19,Private,44797,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,15,,0,23255,841,D
25,Private,164488,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,23256,578,A
53,Private,48413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,23257,471,
31,Self-emp-not-inc,36592,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,91,United-States,0,23258,364,A
33,Private,280923,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,,Mexico,0,23259,363,C
33,Federal-gov,29617,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,23260,,C
35,Private,189240,Some-college,,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,23261,406,C
20,?,37932,HS-grad,9,Never-married,?,Not-in-family,White,Male,,0,40,United-States,0,23262,299,A
36,Private,181705,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,23263,325,B
36,Private,147548,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,,United-States,0,23264,,A
51,Self-emp-not-inc,306784,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K,23265,130,D
45,?,260953,Masters,14,Married-civ-spouse,?,Husband,White,Male,,0,40,United-States,0,23266,713,D
24,Private,230229,5th-6th,3,,,Other-relative,White,Male,0,0,40,Mexico,0,23267,870,A
63,Private,301108,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,22,United-States,0,23268,198,C
35,Private,263081,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K,23269,438,
25,Self-emp-not-inc,37741,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,23270,910,D
44,Private,150076,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,23271,896,D
49,Self-emp-not-inc,148254,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,28,United-States,0,23272,365,B
52,Private,183611,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,23273,751,B
27,Private,258768,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,23274,913,B
35,Private,287658,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,0,23275,897,D
51,Private,95946,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,,50,United-States,1,23276,449,B
49,Private,31267,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,23277,827,D
28,Private,250135,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,23278,643,
37,Private,176073,,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,23279,556,A
65,Private,23580,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,23280,914,B
24,Private,163665,Bachelors,13,Never-married,,,White,Female,0,0,40,United-States,0,23281,187,A
,Federal-gov,43953,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,23282,162,A
38,Private,144860,HS-grad,9,,Craft-repair,Husband,White,Male,0,0,,United-States,<=50K,23283,486,B
58,Self-emp-not-inc,61474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1,23284,890,D
40,Private,225660,Bachelors,13,Married-civ-spouse,Exec-managerial,,White,Female,,0,45,United-States,>50K,23285,558,D
42,Private,336891,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,,40,United-States,<=50K,23286,685,D
31,Self-emp-not-inc,210164,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0,40,United-States,1,23287,917,
17,Private,171080,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,23288,735,D
42,Private,143342,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,,United-States,<=50K,23289,368,A
25,Private,281627,Masters,,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,23290,993,C
29,,157262,Masters,,,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,23291,896,B
31,Private,144949,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,,0,0,40,United-States,1,23292,732,C
34,Private,104293,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,23293,445,A
25,Private,195481,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K,23294,823,C
40,Private,,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,,0,30,United-States,<=50K,23295,759,A
67,Private,105216,Some-college,10,Widowed,Adm-clerical,Not-in-family,,Female,0,0,25,United-States,<=50K,23296,177,C
40,Private,147206,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,23297,464,C
18,Private,173585,,9,Never-married,Sales,Own-child,Black,Female,0,0,18,United-States,0,23298,113,D
38,Private,248919,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,0,23299,235,
42,Private,280410,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Haiti,0,23300,403,A
36,State-gov,170861,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,32,United-States,0,23301,,A
23,,409230,1st-4th,2,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,0,23302,891,A
56,Private,340171,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,,0,40,United-States,<=50K,23303,178,B
36,Private,41017,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K,23304,854,A
22,Private,416356,Some-college,10,Never-married,Craft-repair,Unmarried,,Male,0,,40,United-States,<=50K,23305,804,B
39,Private,261504,12th,8,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,23306,517,A
36,State-gov,205555,Prof-school,15,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,,Philippines,<=50K,23307,341,B
44,Private,245317,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,1,23308,150,C
38,Private,153685,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,52,United-States,<=50K,23309,843,C
19,?,169758,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,23310,870,
37,,99374,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,23311,483,B
57,Local-gov,139452,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K,23312,474,
54,Private,227832,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,23313,,D
18,Self-emp-not-inc,213024,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,0,23314,305,D
22,?,24008,Some-college,10,Never-married,?,Own-child,White,Male,0,0,72,United-States,0,23315,925,C
63,Self-emp-not-inc,33487,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,23316,588,C
38,Self-emp-inc,187934,,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,Poland,<=50K,23317,480,B
26,Private,421561,11th,7,Married-civ-spouse,Other-service,Other-relative,White,,0,0,25,United-States,<=50K,23318,980,A
40,Private,109969,11th,7,Divorced,Other-service,Other-relative,,Female,0,0,,United-States,<=50K,23319,410,C
20,Private,116830,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,23320,474,
28,Private,106951,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,42,United-States,<=50K,23321,731,D
30,Private,89625,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,,United-States,>50K,23322,691,D
42,Private,194537,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,,United-States,0,23323,141,A
42,,144002,HS-grad,9,,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,23324,632,B
21,Private,202214,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,23325,621,
40,Private,109762,Some-college,10,Divorced,Craft-repair,Unmarried,,Male,0,0,40,United-States,0,23326,924,
36,,292570,11th,7,,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,23327,252,D
65,Private,94552,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,23328,411,C
50,Local-gov,46401,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K,23329,393,D
18,Private,151150,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,27,United-States,<=50K,23330,697,B
31,Private,197689,HS-grad,9,Never-married,Other-service,Not-in-family,,Female,0,0,38,United-States,<=50K,23331,212,C
36,Self-emp-inc,180477,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,23332,,D
20,Private,181761,HS-grad,9,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,23333,211,C
,Private,381153,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,23334,274,C
24,Private,165474,HS-grad,9,Married-civ-spouse,Other-service,,White,Male,0,0,39,United-States,<=50K,23335,921,D
38,Federal-gov,190174,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,,40,United-States,<=50K,23336,401,A
,Private,295991,10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,23337,615,A
52,Without-pay,198262,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K,23338,833,B
34,Private,190385,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,23339,,B
,?,411560,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K,23340,270,D
49,Private,262116,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,0,23341,417,
45,Private,178922,9th,5,Never-married,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,23342,312,C
34,Self-emp-inc,209538,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,23343,352,A
17,Private,216086,,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,23344,223,A
23,Private,636017,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,23345,739,C
32,Private,155781,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,,0,23346,312,C
22,Private,136873,,10,Never-married,Craft-repair,,White,,0,0,40,United-States,<=50K,23347,723,B
48,State-gov,122066,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,1,23348,184,C
27,State-gov,346406,Bachelors,13,Never-married,Prof-specialty,,White,Male,0,0,50,United-States,<=50K,23349,615,C
43,Private,117915,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,,0,40,United-States,<=50K,23350,164,D
44,Private,19914,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,50,Philippines,<=50K,23351,417,C
55,Private,255364,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,23352,445,A
31,Private,703107,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,23353,731,A
34,Private,62374,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0,23354,342,B
34,Private,96245,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,23355,997,B
37,Private,348796,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,23356,236,D
21,Private,136873,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0,23357,346,
35,Private,388252,,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0,23358,540,C
28,Private,47783,Some-college,10,Divorced,Other-service,Not-in-family,White,,0,0,30,United-States,<=50K,23359,144,C
